uid,contractUid,number,dateSigned,type,title,amountValue,description,url
2012-049-13/і/121,049-13/і/121,5,2015-10-19,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору від 11.10.2012 № 049-13/і/121,null,Додатковою угодою внесено зміни до графіку фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/121,049-13/і/121,6,2016-03-11,Додаткова угода,Додаткова угода № 6 до Інвестиційного договору від 11.10.2012 № 049-13/і/121,null,Додатковою угодою внесено зміни до графіку фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/121,049-13/і/121,7,2016-04-01,Додаткова угода,Додаткова угода № 7 до Інвестиційного договору від 11.10.2012 № 049-13/і/121,null,Додатковою угодою внесено зміни до графіку фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/121,049-13/і/121,8,2016-08-08,Додаткова угода,Додаткова угода № 8 до Інвестиційного договору від 11.10.2012 № 049-13/і/121,null,Додатковою угодою внесено зміни до графіку фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/121,049-13/і/121,9,2016-08-19,Додаткова угода,Додаткова угода № 9 до Інвестиційного договору від 11.10.2012 № 049-13/і/121,null,Додатковою угодою інвестиційний договір доповнено новими пунктами,null
2012-049-13/і/122,049-13/і/122,1,2013-04-04,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою інвестиційний договір доповнено новими пунктами та затверджено графік фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/122,049-13/і/122,2,2013-05-27,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою внесено зміни до графіку фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/122,049-13/і/122,3,2015-05-08,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою інвестиційний договір доповнено новими пунктами,null
2012-049-13/і/122,049-13/і/122,4,2015-11-26,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою внесено зміни до графіку фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/122,049-13/і/122,5,2016-03-03,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою внесено зміни до графіку фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/122,049-13/і/122,6,2016-08-08,Додаткова угода,Додаткова угода № 6 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою затверджено новий графік фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/122,049-13/і/122,7,2016-08-19,Додаткова угода,Додаткова угода № 7 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою затверджено новий графік фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/122,049-13/і/122,8,2016-08-19,Додаткова угода,Додаткова угода № 8 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою затверджено новий графік фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/122,049-13/і/122,9,2017-03-09,Додаткова угода,Додаткова угода № 9 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою затверджено новий графік фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/122,049-13/і/122,10,2017-03-09,Додаткова угода,Додаткова угода № 10 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою затверджено новий графік фінансування та реалізації інвестиційного проєкту,null
2012-049-13/і/122,049-13/і/122,11,2017-09-14,Додаткова угода,Додаткова угода № 11 до Інвестиційного договору від 09.11.2012 № 049-13/і/122,null,Додатковою угодою затверджено новий графік фінансування та реалізації інвестиційного проєкту,null
2003-049-13/і/4,049-13/і/4,1,2003-07-29,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору від 29.07.2003 № 049-13/і/4,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/4,049-13/і/4,2,null,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору від 29.07.2003 № 049-13/і/4,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/5,049-13/і/5,1,2003-07-29,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору від 29.07.2003 № 049-13/і/5,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/5,049-13/і/5,2,null,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору від 29.07.2003 № 049-13/і/5,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/5,049-13/і/5,3,2003-12-04,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору від 29.07.2003 № 049-13/і/5,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/6,049-13/і/6,1,2003-07-29,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору від 29.07.2003 № 049-13/і/6,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/6,049-13/і/6,2,null,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору від 29.07.2003 № 049-13/і/6,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/7,049-13/і/7,1,2003-10-07,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору від 28.08.2003 № 049-13/і/7,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/9,049-13/і/9,null,2004-09-22,Зміни,Зміни до Інвестиційного договору № 049-13/і/9 від 22.10.2003,null,Внесено зміни до строків виконання інвестором зобов'язань згідно з інвестиційним договором,null
2003-049-13/і/9,049-13/і/9,1,2007-09-05,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/9 від 22.10.2003,null,Додатковою угодою внесено зміни до строків виконання інвестором зобов'язань згідно з інвестиційним договором,null
2003-049-13/і/10,049-13/і/10,1,2004-05-05,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору від 21.11.2003 № 049-13/і/10,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/10,049-13/і/10,null,2005-05-11,Угода,Угода про дострокове розірвання Інвестиційного договору від 21.11.2003 № 049-13/і/10,null,Угодою достроково розірвано Інвестиційний договір від 21.11.2003 № 049-13/і/10,null
2003-049-13/і/13,049-13/і/13,null,2005-07-14,Зміни,Зміни до Інвестиційного договору № 049-13/і/13 від 06.09.2004,null,Змінами деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/13,049-13/і/13,null,2007-12-25,Зміни,Зміни до Інвестиційного договору № 049-13/і/13 від 06.09.2004,null,Змінами деякі пункти в інвестиційному договорі викладено в новій редакції,null
2003-049-13/і/13,049-13/і/13,1,2008-08-29,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/13 від 06.09.2004,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/28,049-13/і/28,1,2009-06-17,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/28 від 07.11.2007,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/29,049-13/і/29,1,2009-06-17,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/29 від 07.11.2007,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/30,049-13/і/30,1,2009-06-17,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/30 від 07.11.2007,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/31,049-13/і/31,1,2009-06-17,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/31 від 07.11.2007,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/32,049-13/і/32,1,2009-08-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/32 від 24.12.2007,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/60,049-13/і/60,1,2009-08-12,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/60 від 29.12.2007,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/61,049-13/і/61,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/61 від 29.12.2007,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/62,049-13/і/62,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/62 від 29.12.2007,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/63,049-13/і/63,1,2009-09-14,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/63 від 29.12.2007,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/64,049-13/і/64,1,2010-03-04,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/64 від 04.03.2010,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/65,049-13/і/65,1,2010-03-04,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/65 від 23.05.2008,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/66,049-13/і/66,1,2010-03-04,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/66 від 23.05.2008,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/68,049-13/і/68,1,2008-12-10,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/68 від 23.05.2008,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2007-049-13/і/68,049-13/і/68,2,2010-03-04,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 049-13/і/68 від 23.05.2008,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2008-049-13/і/69,049-13/і/69,1,2010-03-04,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/69 від 23.05.2008,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2008-049-13/і/71,049-13/і/71,1,2010-03-04,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/71 від 23.05.2008,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2008-049-13/і/72,049-13/і/72,1,2010-03-04,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/72 від 23.05.2008,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2008-049-13/і/73,049-13/і/73,1,2010-03-04,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/73 від 23.05.2008,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2008-049-13/і/75,049-13/і/75,1,2011-01-17,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/75 від 14.07.2008,null,Додатковою угодою передбачено доплату Інвестором коштів на створення соціальної та інженерно-транспортної інфраструктури,null
2008-049-13/і/80,049-13/і/80,1,2009-08-20,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/80 від 28.08.2009,null,Додатковою угодою змінено керівника Інвестора,null
2008-049-13/і/80,049-13/і/80,2,2009-08-20,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 049-13/і/80 від 28.08.2009,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2008-049-13/і/80,049-13/і/80,3,2009-09-14,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 049-13/і/80 від 28.08.2009,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2008-049-13/і/80,049-13/і/80,4,2009-10-13,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 049-13/і/80 від 28.08.2009,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2012-049-13/і/116,049-13/і/116,1,2013-04-10,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/116 від 29.05.2012,null,Додатковою угодою змінено ТЕПи об'єкту інвестування та передбачено доплату Інвестором коштів на створення соціальної та інженерно-транспортної інфраструктури,null
2013-050-13/і/125,050-13/і/125,1,2013-12-09,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/125 від 09.12.2013,null,Додатковою угодою затверджено графік фінансування та реалізації інвестиційного проєкту,null
2013-050-13/і/130,050-13/і/130,1,2013-10-01,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/130 від 06.08.2013,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2013-050-13/і/130,050-13/і/130,2,2013-10-25,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 049-13/і/130 від 06.08.2013,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2013-050-13/і/130,050-13/і/130,3,2014-12-03,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 049-13/і/130 від 06.08.2013,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2014-050-13/і/133,050-13/і/133,null,2015-03-19,Угода про припинення,Угода про припинення дії Інвестиційного договору № 049-13/і/133 від 19.03.2015,null,Угодою припинено дію Інвестиційного договору,null
2014-050-13/і/142,050-13/і/142,1,2015-10-19,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 049-13/і/142 від 19.10.2015,null,Додатковою угодою деякі пункти в інвестиційному договорі викладено в новій редакції,null
2012-049-13/і/120,049-13/і/120,6,2022-10-18,Додаткова угода,Додаткова угода № 6 до Інвестиційного договору № 049-13/і/120,null,Додатковою угодою припинено дію Інвестиційного договору,null
2015-050-13/і/156,050-13/і/156,5,2022-07-01,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/156,null,Додатковою угодою подовжено строк облаштування об'єкту інвестування,null
2021-050-13/і/224,050-13/і/224,1,2023-06-16,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/224,null,Додатковою угодою затверджено графік реалізації інвестиційного проєкту,null
2015-050-13/і/156,050-13/і/156,6,2023-06-20,Додаткова угода,Додаткова угода № 6 до Інвестиційного договору № 050-13/і/156,null,Додатковою угодою затверджено графік реалізації інвестиційного проєкту,null
2015-050-13/і/156,050-13/і/156,7,2024-03-07,Додаткова угода,Додаткова угода № 7 до Інвестиційного договору № 050-13/і/156,null,Додатковою угодою подовжено строк реалізації інвестиційного проєкту,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_berezen_2024/dodatkova_ugoda_vid_07032024__7_do_investitsiynogo_dogovoru_vid_30102015__050-13_i_156/
2021-050-13/і/222,050-13/і/222,1,2023-06-29,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/222,null,Додатковою угодою визначено незастосування пені за несвоєчасне подання або неподання звіту до припинення або скасування воєнного стану та подовжено строк реалізації інвестиційного проєкту,null
2021-050-13/і/222,050-13/і/222,2,2024-01-17,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/222,null,Додатковою угодою подовжено строк реалізації інвестиційного проєкту,null
2021-050-13/і/222,050-13/і/222,3,2025-01-23,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/222,null,Додатковою угодою подовжено строк реалізації інвестиційного проєкту,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_sichen_2025/dodatkova_ugoda_vid_23012025__3_do_investitsiynogo_dogovoru_vid_08072021__050-13_i_222/
2021-050-13/і/222,050-13/і/222,4,2026-05-20,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/222,null,"Додатковою угодою подовжено строки виконання Інвестором зобов'язань, внесено зміни до деяких пунктів інвестиційного договору та затверджено графік реалізації інвестиційного проєкту",https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_traven_2026/dodatkova_ugoda_vid_20052026__4_do_investitsiynogo_dogovoru_vid_08072021__050-13_i_222/
2021-050-13/і/223,050-13/і/223,1,2024-03-04,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/223,null,"Додатковою угодою визначено незастосування пені за несвоєчасне подання або неподання звіту до припинення або скасування воєнного стану, подовжено строк реалізації інвестиційного проєкту та затверджено графік реалізації інвестиційного проєкту",https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_berezen_2024/dodatkova_ugoda_vid_04032024__1_do_investitsiynogo_dogovoru_vid_30112021__050-13_i_223/
2021-050-13/і/223,050-13/і/223,2,2025-01-14,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/223,null,Додатковою угодою подовжено строк реалізації інвестиційного проєкту та графік реалізації інвестиційного проєкту викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_sichen_2025/dodatkova_ugoda_vid_14012025__2_do_investitsiynogo_dogovoru_vid_30112021__050-13_i_223/
2021-050-13/і/223,050-13/і/223,3,2025-12-15,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/223,null,Додатковою угодою подовжено строк реалізації інвестиційного проєкту та графік реалізації інвестиційного проєкту викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_gruden_2025/dodatkova_ugoda_vid_15122025__3_do_investitsiynogo_dogovoru_vid_30112021_050-13_i_223/
2014-050-13/і/143,050-13/і/143,9,2023-07-17,Додаткова угода,Додаткова угода № 9 до Інвестиційного договору № 050-13/і/143,null,Додатковою угодою графік реалізації інвестиційного проєкту викладено у новій редакції.,null
2014-050-13/і/143,050-13/і/143,10,2024-01-03,Додаткова угода,Додаткова угода № 10 до Інвестиційного договору № 050-13/і/143,null,Додатковою угодою графік реалізації інвестиційного проєкту викладено у новій редакції.,null
2014-050-13/і/143,050-13/і/143,11,2024-07-10,Додаткова угода,Додаткова угода № 11 до Інвестиційного договору № 050-13/і/143,null,Додатковою угодою термін «Будівництво Об'єкта інвестування та/або Частин Об'єкта інвестування» викладено у новій редакції.,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_lipen_2024/dodatkova_ugoda_vid_10072024__11_do_investitsiynogo_dogovoru_vid_02122024__050-13_i_143/
2014-050-13/і/143,050-13/і/143,12,2024-07-25,Додаткова угода,Додаткова угода № 12 до Інвестиційного договору № 050-13/і/143,null,Додатковою угодою графік реалізації інвестиційного проєкту викладено у новій редакції.,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_lipen_2024/dodatkova_ugoda_vid_25072024__12_do_investitsiynogo_dogovoru_vid_02122024__050-13_i_143/
2022-050-13/і/228,050-13/і/228,1,2023-09-01,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/228,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкта інвестування,null
2022-050-13/і/229,050-13/і/229,1,2023-09-01,Додаткова угода,Додаткова угода № 1 до Інвестиційного договору № 050-13/і/229,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкта інвестування,null
2018-050-13/і/169,050-13/і/169,3,2023-09-19,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/169,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкту інвестування та затверджено зміни до графіку реалізації інвестиційного проєкту,null
2018-050-13/і/169,050-13/і/169,4,2024-03-14,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/169,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкту інвестування та затверджено зміни до графіку реалізації інвестиційного проєкту,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_berezen_2024/dodatkova_ugoda_vid_14032024__4_do_investitsiynogo_dogovoru_vid_12072018__050-13_i_169/
2018-050-13/і/169,050-13/і/169,5,2024-04-16,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/169,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору та Додаток 2 викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_16042024__5_do_investitsiynogo_dogovoru_vid_12072018__050-13_i_169/
2018-050-13/і/170,050-13/і/170,3,2023-09-19,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/170,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкту інвестування та затверджено зміни до графіку реалізації інвестиційного проєкту,null
2018-050-13/і/170,050-13/і/170,4,2024-03-14,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/170,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкту інвестування та затверджено зміни до графіку реалізації інвестиційного проєкту,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_berezen_2024/dodatkova_ugoda_vid_14032024__4_do_investitsiynogo_dogovoru_vid_12072018__050-13_i_170/
2018-050-13/і/170,050-13/і/170,5,2024-04-16,Додаткова угода,Додаткова угода № 5 до Інвестиційного договору № 050-13/і/170,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору та Додаток 2 викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_16042024__5_do_investitsiynogo_dogovoru_vid_12072018__050-13_i_170/
2018-050-13/і/171,050-13/і/171,2,2023-09-19,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/171,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкту інвестування та затверджено зміни до графіку реалізації інвестиційного проєкту,null
2018-050-13/і/171,050-13/і/171,3,2024-03-14,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/171,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкту інвестування та затверджено зміни до графіку реалізації інвестиційного проєкту,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_berezen_2024/dodatkova_ugoda_vid_14032024__3_do_investitsiynogo_dogovoru_vid_12072018__050-13_i_171/
2018-050-13/і/171,050-13/і/171,4,2024-04-16,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/171,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору та Додаток 2 викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_16042024__4_do_investitsiynogo_dogovoru_vid_12072018__050-13_i_171/
2018-050-13/і/172,050-13/і/172,2,2023-09-19,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/172,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкту інвестування та затверджено зміни до графіку реалізації інвестиційного проєкту,null
2018-050-13/і/172,050-13/і/172,3,2024-03-14,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/172,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкту інвестування та затверджено зміни до графіку реалізації інвестиційного проєкту,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_berezen_2024/dodatkova_ugoda_vid_14032024__3_do_investitsiynogo_dogovoru_vid_12072018__050-13_i_172/
2018-050-13/і/172,050-13/і/172,4,2024-04-16,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/172,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору та Додаток 2 викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_16042024__4_do_investitsiynogo_dogovoru_vid_12072018__050-13_i_172/
2018-050-13/і/173,050-13/і/173,2,2023-09-19,Додаткова угода,Додаткова угода № 2 до Інвестиційного договору № 050-13/і/173,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкту інвестування та затверджено зміни до графіку реалізації інвестиційного проєкту,null
2018-050-13/і/173,050-13/і/173,3,2024-03-14,Додаткова угода,Додаткова угода № 3 до Інвестиційного договору № 050-13/і/173,null,Додатковою угодою подовжено загальний строк здійснення всіх заходів з благоустрою та облаштування об'єкту інвестування та затверджено зміни до графіку реалізації інвестиційного проєкту,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_berezen_2024/dodatkova_ugoda_vid_14032024__3_do_investitsiynogo_dogovoru_vid_12072018__050-13_i_173/
2018-050-13/і/173,050-13/і/173,4,2024-04-16,Додаткова угода,Додаткова угода № 4 до Інвестиційного договору № 050-13/і/173,null,Додатковою угодою внесено зміни до деяких пунктів інвестиційного договору та Додаток 2 викладено у новій редакції,https://kyivcity.gov.ua/biznes_ta_litsenzuvannia/investoru/diyalnist_investitsiyno_komisi/teksti_investitsiynikh_dogovoriv_ta_dodatkovikh_ugod/dodatkovi_ugodi_kviten_2024/dodatkova_ugoda_vid_16042024__4_do_investitsiynogo_dogovoru_vid_12072018__050-13_i_173/
